"","word","freq"
"pemuda","pemuda",13
"all","all",13
"hapa","hapa",13
"bkn","bkn",13
"suami","suami",13
"byk","byk",13
"malu","malu",13
"malem","malem",13
"penghasilan","penghasilan",13
"kosong","kosong",13
"pengguna","pengguna",13
"lembaga","lembaga",13
"mil","mil",13
"protes","protes",13
"angin","angin",13
"fakta","fakta",13
"dumai","dumai",13
"radio","radio",13
"mimpi","mimpi",13
"menggelar","menggelar",13
"kupambana","kupambana",13
"aya","aya",13
"minggat","minggat",13
"cepetan","cepetan",13
"peningkatan","peningkatan",13
"rakyatnya","rakyatnya",13
"beraktivitas","beraktivitas",13
"berat","berat",13
"kumulatif","kumulatif",13
"sentimen","sentimen",13
"juu","juu",13
"dar","dar",13
"kang","kang",13
"gowa","gowa",13
"perjuangan","perjuangan",13
"hiki","hiki",13
"keras","keras",13
"imbau","imbau",13
"huku","huku",13
"smoga","smoga",13
"deket","deket",13
"mematuhi","mematuhi",13
"potong","potong",13
"jateng","jateng",13
"berantem","berantem",13
"heran","heran",13
"takjil","takjil",13
"nyalahin","nyalahin",13
"batam","batam",13
"ditolak","ditolak",13
"asing","asing",12
"bernama","bernama",12
"aap","aap",12
"pedagang","pedagang",12
"magelang","magelang",12
"salat","salat",12
"mcm","mcm",12
"pedoman","pedoman",12
"puncak","puncak",12
"hatua","hatua",12
"hili","hili",12
"ngabuburit","ngabuburit",12
"selese","selese",12
"mengikut","mengikut",12
"mukim","mukim",12
"insya","insya",12
"yogyakaa","yogyakaa",12
"sumbang","sumbang",12
"pontianak","pontianak",12
"dialami","dialami",12
"pasangan","pasangan",12
"kah","kah",12
"ikan","ikan",12
"papa","papa",12
"kanan","kanan",12
"tengok","tengok",12
"tweet","tweet",12
"album","album",12
"skripsi","skripsi",12
"laksanakan","laksanakan",12
"pulau","pulau",12
"setan","setan",12
"pesa","pesa",12
"berlaku","berlaku",12
"target","target",12
"jamii","jamii",12
"mara","mara",12
"pls","pls",12
"bohot","bohot",12
"desh","desh",12
"keputusan","keputusan",12
"memilih","memilih",12
"sat","sat",12
"wajah","wajah",12
"kos","kos",12
"aikel","aikel",12
"kekebalan","kekebalan",12
"pernyataan","pernyataan",12
"detik","detik",12
"yak","yak",12
"mewabah","mewabah",12
"doain","doain",12
"dosa","dosa",12
"acha","acha",12
"ops","ops",12
"proyek","proyek",12
"isi","isi",12
"jahat","jahat",12
"larang","larang",12
"open","open",12
"shopee","shopee",12
"kaki","kaki",12
"keuangan","keuangan",12
"australia","australia",12
"ina","ina",12
"buruan","buruan",12
"ndani","ndani",12
"youtube","youtube",12
"rahi","rahi",12
"case","case",12
"sik","sik",12
"mkuu","mkuu",12
"ldr","ldr",12
"putih","putih",12
"jan","jan",12
"dilaporkan","dilaporkan",12
"setakat","setakat",12
"meringankan","meringankan",12
"perdana","perdana",12
"iyaa","iyaa",12
"prof","prof",12
"seri","seri",12
"dibawah","dibawah",12
"post","post",12
"lur","lur",12
"jarang","jarang",12
"rmh","rmh",12
"riau","riau",12
"melanggar","melanggar",12
"par","par",12
"pulak","pulak",12
"edaran","edaran",12
"ditambah","ditambah",12
"sok","sok",12
"check","check",12
"berusaha","berusaha",12
"kepentingan","kepentingan",12
"virusnya","virusnya",12
"wetu","wetu",12
"ancaman","ancaman",12
"hadi","hadi",12
"saksikan","saksikan",12
"nini","nini",12
"jenis","jenis",12
"menekan","menekan",12
"mafia","mafia",12
"dimasa","dimasa",12
"momen","momen",12
"kro","kro",12
"lekin","lekin",12
"ttp","ttp",12
"hapo","hapo",12
"tena","tena",12
"ono","ono",12
"pemerintahan","pemerintahan",12
"sayangnya","sayangnya",12
"kasi","kasi",12
"bsa","bsa",12
"menarik","menarik",12
"kesempatan","kesempatan",12
"gaji","gaji",12
"umur","umur",12
"keren","keren",12
"mpaka","mpaka",12
"berasal","berasal",12
"siti","siti",12
"kuhusu","kuhusu",12
"cuti","cuti",12
"jasa","jasa",11
"tujuan","tujuan",11
"patuh","patuh",11
"reposted","reposted",11
"urusan","urusan",11
"paai","paai",11
"wapi","wapi",11
"donasikan","donasikan",11
"gya","gya",11
"pta","pta",11
"tercetus","tercetus",11
"teularnya","teularnya",11
"our","our",11
"mesjid","mesjid",11
"ribut","ribut",11
"nilai","nilai",11
"lakini","lakini",11
"koordinasi","koordinasi",11
"rsud","rsud",11
"wisuda","wisuda",11
"yetu","yetu",11
"azab","azab",11
"wannan","wannan",11
"teraweh","teraweh",11
"death","death",11
"median","median",11
"krl","krl",11
"solo","solo",11
"sukabumi","sukabumi",11
"bandar","bandar",11
"jata","jata",11
"family","family",11
"hentikan","hentikan",11
"dtg","dtg",11
"agr","agr",11
"siaga","siaga",11
"wananchi","wananchi",11
"kesel","kesel",11
"lantas","lantas",11
"beugas","beugas",11
"kosan","kosan",11
"ntr","ntr",11
"kagak","kagak",11
"ndugu","ndugu",11
"quarantine","quarantine",11
"perawatan","perawatan",11
"sengaja","sengaja",11
"makassar","makassar",11
"gpp","gpp",11
"kejahatan","kejahatan",11
"bbrp","bbrp",11
"betah","betah",11
"kmrn","kmrn",11
"binatang","binatang",11
"smua","smua",11
"solat","solat",11
"pemkab","pemkab",11
"pindah","pindah",11
"serikat","serikat",11
"tiongkok","tiongkok",11
"food","food",11
"iran","iran",11
"dumb","dumb",11
"strikes","strikes",11
"pekan","pekan",11
"jogo","jogo",11
"adik","adik",11
"gapapa","gapapa",11
"nularin","nularin",11
"bangun","bangun",11
"hulu","hulu",11
"thailand","thailand",11
"wote","wote",11
"say","say",11
"hivi","hivi",11
"wkwkwkwk","wkwkwkwk",11
"diundur","diundur",11
"mengumumkan","mengumumkan",11
"dijadikan","dijadikan",11
"merasakan","merasakan",11
"swasta","swasta",11
"korsel","korsel",11
"sing","sing",11
"dampaknya","dampaknya",11
"suhu","suhu",11
"nabire","nabire",11
"cape","cape",11
"peta","peta",11
"kam","kam",11
"sebenernya","sebenernya",11
"awas","awas",11
"sab","sab",11
"keamanan","keamanan",11
"gigi","gigi",11
"jalani","jalani",11
"lelah","lelah",11
"pemkot","pemkot",11
"wakil","wakil",11
"buku","buku",11
"keluarganya","keluarganya",11
"badar","badar",11
"mematikan","mematikan",11
"kebanyakan","kebanyakan",11
"antibodi","antibodi",11
"selasa","selasa",11
"menyebut","menyebut",11
"peluang","peluang",11
"wajar","wajar",11
"ruu","ruu",11
"kawasan","kawasan",11
"niat","niat",11
"dialogis","dialogis",11
"triliun","triliun",11
"komisi","komisi",11
"olahraga","olahraga",11
"kodim","kodim",11
"janji","janji",11
"pkl","pkl",11
"warung","warung",11
"pass","pass",11
"galang","galang",11
"berdonasi","berdonasi",11
"smp","smp",11
"still","still",11
"nyerang","nyerang",11
"sempet","sempet",11
"tiktok","tiktok",11
"dikarantina","dikarantina",11
"pantai","pantai",11
"wanita","wanita",11
"don","don",11
"nyebar","nyebar",11
"produktif","produktif",11
"meminimalisir","meminimalisir",11
"baiknya","baiknya",11
"wni","wni",11
"hao","hao",11
"pemantauan","pemantauan",11
"kapal","kapal",11
"gor","gor",10
"siapkan","siapkan",10
"make","make",10
"periksa","periksa",10
"suntik","suntik",10
"usul","usul",10
"bosan","bosan",10
"that","that",10
"why","why",10
"<U+00A0>orang","<U+00A0>orang",10
"bela","bela",10
"babi","babi",10
"fisik","fisik",10
"perjalanan","perjalanan",10
"smg","smg",10
"mrk","mrk",10
"gadis","gadis",10
"with","with",10
"cutar","cutar",10
"umkm","umkm",10
"perppu","perppu",10
"idi","idi",10
"world","world",10
"gani","gani",10
"beraktifitas","beraktifitas",10
"satpol","satpol",10
"yako","yako",10
"pemakaman","pemakaman",10
"may","may",10
"rahe","rahe",10
"lek","lek",10
"menikmati","menikmati",10
"ketakutan","ketakutan",10
"konten","konten",10
"kemenkes","kemenkes",10
"kalah","kalah",10
"york","york",10
"sya","sya",10
"kerana","kerana",10
"pingin","pingin",10
"kutoa","kutoa",10
"gabut","gabut",10
"kinerja","kinerja",10
"bunga","bunga",10
"sirf","sirf",10
"candi","candi",10
"imbauan","imbauan",10
"sabhara","sabhara",10
"perasaan","perasaan",10
"waja","waja",10
"penelitian","penelitian",10
"secepatnya","secepatnya",10
"terbukti","terbukti",10
"buah","buah",10
"buatan","buatan",10
"pinjaman","pinjaman",10
"ahmad","ahmad",10
"keliling","keliling",10
"nanganin","nanganin",10
"anggap","anggap",10
"penurunan","penurunan",10
"tradisi","tradisi",10
"basi","basi",10
"terancam","terancam",10
"pamoja","pamoja",10
"bentar","bentar",10
"mampus","mampus",10
"kisi","kisi",10
"game","game",10
"tingkatkan","tingkatkan",10
"kajian","kajian",10
"hamba","hamba",10
"bnr","bnr",10
"pengangguran","pengangguran",10
"drakor","drakor",10
"menutup","menutup",10
"rilis","rilis",10
"mendadak","mendadak",10
"mulyani","mulyani",10
"gampang","gampang",10
"thr","thr",10
"ktp","ktp",10
"nangis","nangis",10
"bhakti","bhakti",10
"personel","personel",10
"koe","koe",10
"pahlawan","pahlawan",10
"sepeinya","sepeinya",10
"anaknya","anaknya",10
"health","health",10
"aaj","aaj",10
"peneiban","peneiban",10
"akses","akses",10
"merawat","merawat",10
"perubahan","perubahan",10
"disana","disana",10
"nge","nge",10
"membaik","membaik",10
"banyaknya","banyaknya",10
"menyelamatkan","menyelamatkan",10
"team","team",10
"wale","wale",10
"event","event",10
"pakistan","pakistan",10
"kepri","kepri",10
"jom","jom",10
"demokrat","demokrat",10
"piye","piye",10
"sehemu","sehemu",10
"bocah","bocah",10
"klaster","klaster",10
"sanak","sanak",10
"kyu","kyu",10
"mumbai","mumbai",10
"perumahan","perumahan",10
"gunung","gunung",10
"robe","robe",10
"hilangkan","hilangkan",10
"lho","lho",10
"begal","begal",10
"kisah","kisah",10
"indef","indef",10
"toko","toko",10
"pemilu","pemilu",10
"tiket","tiket",10
"ganjar","ganjar",10
"lambat","lambat",10
"merajalela","merajalela",10
"ampe","ampe",10
"kain","kain",10
"nekat","nekat",10
"opo","opo",10
"badai","badai",10
"work","work",10
"jabatan","jabatan",10
"abantu","abantu",10
"help","help",10
"kuman","kuman",10
"eat","eat",10
"kamera","kamera",10
"would","would",10
"menjadikan","menjadikan",10
"lumayan","lumayan",10
"melambat","melambat",10
"control","control",10
"mantap","mantap",10
"menangkal","menangkal",10
"wake","wake",10
"latihan","latihan",10
"tvone","tvone",10
"mask","mask",10
"milenial","milenial",10
"dibutuhkan","dibutuhkan",10
"meter","meter",10
"berdampak","berdampak",10
"kuri","kuri",10
"tempoh","tempoh",10
"chat","chat",10
"murah","murah",9
"mikono","mikono",9
"nder","nder",9
"hancur","hancur",9
"negri","negri",9
"bandel","bandel",9
"diperpanjang","diperpanjang",9
"mengenal","mengenal",9
"pintar","pintar",9
"rendah","rendah",9
"kuala","kuala",9
"meluas","meluas",9
"penyebar","penyebar",9
"siasa","siasa",9
"tolak","tolak",9
"tahap","tahap",9
"pelaku","pelaku",9
"dinilai","dinilai",9
"shida","shida",9
"diberlakukan","diberlakukan",9
"semester","semester",9
"tol","tol",9
"mengajarkan","mengajarkan",9
"ngene","ngene",9
"bubar","bubar",9
"kuota","kuota",9
"diya","diya",9
"repo","repo",9
"iyo","iyo",9
"lari","lari",9
"sedunia","sedunia",9
"membuka","membuka",9
"like","like",9
"pebisnis","pebisnis",9
"blt","blt",9
"lakuin","lakuin",9
"miris","miris",9
"mimi","mimi",9
"wako","wako",9
"daring","daring",9
"aing","aing",9
"sasaran","sasaran",9
"cuy","cuy",9
"hindu","hindu",9
"puluhan","puluhan",9
"pendapatan","pendapatan",9
"ngeyel","ngeyel",9
"kutokana","kutokana",9
"bepergian","bepergian",9
"kpn","kpn",9
"kelelawar","kelelawar",9
"drama","drama",9
"gede","gede",9
"pandemi<U+00A0>covid","pandemi<U+00A0>covid",9
"comeback","comeback",9
"sarana","sarana",9
"nyaman","nyaman",9
"thanks","thanks",9
"jayega","jayega",9
"khatam","khatam",9
"maji","maji",9
"bicara","bicara",9
"msaada","msaada",9
"geng","geng",9
"ayam","ayam",9
"peneliti","peneliti",9
"yurianto","yurianto",9
"pendidikan","pendidikan",9
"super","super",9
"ketularan","ketularan",9
"ilmuwan","ilmuwan",9
"gausah","gausah",9
"pemasyarakatan","pemasyarakatan",9
"plg","plg",9
"dipimpin","dipimpin",9
"tolol","tolol",9
"podcast","podcast",9
"strain","strain",9
"aparat","aparat",9
"pasal","pasal",9
"terlambat","terlambat",9
"prancis","prancis",9
"fakultas","fakultas",9
"serahkan","serahkan",9
"kenyataan","kenyataan",9
"bakti","bakti",9
"silaturahmi","silaturahmi",9
"rezim","rezim",9
"chahiye","chahiye",9
"berubah","berubah",9
"komunitas","komunitas",9
"out","out",9
"ntb","ntb",9
"kereta","kereta",9
"pahala","pahala",9
"peanyaan","peanyaan",9
"saa","saa",9
"hadir","hadir",9
"universitas","universitas",9
"dirumahkan","dirumahkan",9
"wengi","wengi",9
"jaya","jaya",9
"maunya","maunya",9
"fitnah","fitnah",9
"milik","milik",9
"ata","ata",9
"kader","kader",9
"law","law",9
"humo","humo",9
"mar","mar",9
"saudi","saudi",9
"kmn","kmn",9
"kesulitan","kesulitan",9
"resiko","resiko",9
"mengancam","mengancam",9
"doakan","doakan",9
"menanam","menanam",9
"stasiun","stasiun",9
"penyebab","penyebab",9
"kufikia","kufikia",9
"bos","bos",9
"kepedulian","kepedulian",9
"menghilang","menghilang",9
"stres","stres",9
"roda","roda",9
"mergo","mergo",9
"safe","safe",9
"izin","izin",9
"naomba","naomba",9
"vifaa","vifaa",9
"kampanye","kampanye",9
"bebal","bebal",9
"biarin","biarin",9
"sumadi","sumadi",9
"yayasan","yayasan",9
"rejeki","rejeki",9
"semesta","semesta",9
"next","next",9
"diambil","diambil",9
"line","line",9
"kepatuhan","kepatuhan",9
"nkri","nkri",9
"tofauti","tofauti",9
"bongkar","bongkar",9
"drink","drink",9
"kompetisinya","kompetisinya",9
"smaphone","smaphone",9
"<U+0093>post","<U+0093>post",9
"area","area",9
"hamil","hamil",9
"kaget","kaget",9
"pan","pan",9
"saran","saran",9
"dangerous","dangerous",9
"netflix","netflix",9
"hawa","hawa",9
"palsu","palsu",9
"channel","channel",9
"terang","terang",9
"lemah","lemah",9
"fasilitas","fasilitas",9
"berasa","berasa",9
"kopi","kopi",9
"suke","suke",9
"polresta","polresta",9
"panduan","panduan",9
"hospitali","hospitali",9
"sumbar","sumbar",9
"saiki","saiki",9
"nyata","nyata",9
"males","males",9
"korang","korang",9
"putuskan","putuskan",9
"dijalankan","dijalankan",9
"ibukota","ibukota",9
"sars","sars",9
"bakteri","bakteri",9
"sosialisasikan","sosialisasikan",9
"senang","senang",9
"minyak","minyak",8
"kitu","kitu",8
"donald","donald",8
"tradisional","tradisional",8
"banda","banda",8
"akp","akp",8
"university","university",8
"muaraenim","muaraenim",8
"orangnya","orangnya",8
"pata","pata",8
"hmm","hmm",8
"pantau","pantau",8
"kalimantan","kalimantan",8
"bersin","bersin",8
"mengaku","mengaku",8
"cik","cik",8
"tindak","tindak",8
"perak","perak",8
"subuh","subuh",8
"taraweh","taraweh",8
"stigma","stigma",8
"pare","pare",8
"viual","viual",8
"kiri","kiri",8
"serba","serba",8
"mayoritas","mayoritas",8
"pks","pks",8
"ani","ani",8
"yee","yee",8
"bucin","bucin",8
"berkat","berkat",8
"pemutusan","pemutusan",8
"takde","takde",8
"duniani","duniani",8
"ust","ust",8
"kgn","kgn",8
"thn","thn",8
"kene","kene",8
"ndang","ndang",8
"bora","bora",8
"patient","patient",8
"abhi","abhi",8
"pelatihan","pelatihan",8
"pesea","pesea",8
"maradhi","maradhi",8
"pemudik","pemudik",8
"pokok","pokok",8
"ketiga","ketiga",8
"baba","baba",8
"faktanya","faktanya",8
"imunitas","imunitas",8
"hiv","hiv",8
"rajin","rajin",8
"selepas","selepas",8
"pengunjung","pengunjung",8
"pengamanan","pengamanan",8
"bat","bat",8
"logon","logon",8
"sahi","sahi",8
"judul","judul",8
"metro","metro",8
"woi","woi",8
"wengine","wengine",8
"elu","elu",8
"bengkulu","bengkulu",8
"dibilang","dibilang",8
"gaes","gaes",8
"manfaat","manfaat",8
"ugm","ugm",8
"mobile","mobile",8
"limit","limit",8
"nje","nje",8
"bnyak","bnyak",8
"bihar","bihar",8
"amal","amal",8
"email","email",8
"jati","jati",8
"apko","apko",8
"berangkat","berangkat",8
"sopir","sopir",8
"pembawa","pembawa",8
"peluk","peluk",8
"hali","hali",8
"ktk","ktk",8
"serang","serang",8
"jubir","jubir",8
"vcs","vcs",8
"dengerin","dengerin",8
"kolaborasi","kolaborasi",8
"iska","iska",8
"kweli","kweli",8
"pengecekan","pengecekan",8
"seputar","seputar",8
"beanya","beanya",8
"rais","rais",8
"terhalang","terhalang",8
"infografik","infografik",8
"curhat","curhat",8
"abang","abang",8
"banjir","banjir",8
"sampah","sampah",8
"dapatkan","dapatkan",8
"pastikan","pastikan",8
"sbb","sbb",8
"teriak","teriak",8
"pakaian","pakaian",8
"sang","sang",8
"perlindungan","perlindungan",8
"taat","taat",8
"gereja","gereja",8
"join","join",8
"hidung","hidung",8
"hutang","hutang",8
"petang","petang",8
"laboratorium","laboratorium",8
"sumatera","sumatera",8
"otaknya","otaknya",8
"ulama","ulama",8
"aipda","aipda",8
"transmisi","transmisi",8
"kampus","kampus",8
"tergerak","tergerak",8
"beindak","beindak",8
"berisi","berisi",8
"bura","bura",8
"orng","orng",8
"infografis","infografis",8
"pengiriman","pengiriman",8
"kerumah","kerumah",8
"kedepan","kedepan",8
"iii","iii",8
"standar","standar",8
"mmoja","mmoja",8
"bekerjasama","bekerjasama",8
"hasa","hasa",8
"mapambano","mapambano",8
"teruskan","teruskan",8
"sebar","sebar",8
"batal","batal",8
"sila","sila",8
"memasuki","memasuki",8
"ngeluh","ngeluh",8
"dlu","dlu",8
"kunjungi","kunjungi",8
"aliran","aliran",8
"lena","lena",8
"kelakuan","kelakuan",8
"duh","duh",8
"pdi","pdi",8
"uganda","uganda",8
"berperan","berperan",8
"jama","jama",8
"blh","blh",8
"kuma","kuma",8
"solidaritas","solidaritas",8
"mutu","mutu",8
"gangguan","gangguan",8
"pernikahan","pernikahan",8
"puasanya","puasanya",8
"whatsapp","whatsapp",8
"dijual","dijual",8
"sejarah","sejarah",8
"dukungan","dukungan",8
"bawaslu","bawaslu",8
"kai","kai",8
"menolak","menolak",8
"maksud","maksud",8
"assalamualaikum","assalamualaikum",8
"apbd","apbd",8
"berstatus","berstatus",8
"riset","riset",8
"dinkes","dinkes",8
"ais","ais",8
"hijau","hijau",8
"berkaitan","berkaitan",8
"pelajaran","pelajaran",8
"wkw","wkw",8
"mba","mba",8
"nabung","nabung",8
"riwayat","riwayat",8
"love","love",8
"uwezo","uwezo",8
"haji","haji",8
"tmn","tmn",8
"bin","bin",8
"hubungan","hubungan",8
"tambahan","tambahan",8
"alamat","alamat",8
"pembayaran","pembayaran",8
"dusun","dusun",8
"call","call",8
"piket","piket",8
"mera","mera",8
"prioritas","prioritas",8
"mengalir","mengalir",8
"maisha","maisha",8
"melahirkan","melahirkan",8
"sababu","sababu",8
"ngajakin","ngajakin",8
"sanksi","sanksi",8
"pembeli","pembeli",8
"kua","kua",8
"omah","omah",8
"nenek","nenek",8
"will","will",8
"mreka","mreka",8
"tangga","tangga",8
"berjaya","berjaya",8
"menderita","menderita",8
"menghargai","menghargai",8
"bole","bole",8
"menu","menu",8
"pengumuman","pengumuman",8
"siswa","siswa",8
"beroperasi","beroperasi",8
"rupiah","rupiah",8
"bayi","bayi",8
"dibenarkan","dibenarkan",8
"bioskop","bioskop",8
"bermain","bermain",8
"duniya","duniya",8
"pakar","pakar",8
"ketimbang","ketimbang",8
"menyumbang","menyumbang",8
"diterapkan","diterapkan",8
"level","level",8
"bayangkan","bayangkan",8
"instruksi","instruksi",8
"usum","usum",8
"hah","hah",8
"pay","pay",8
"duluan","duluan",8
"simpang","simpang",8
"nahin","nahin",8
"sarawak","sarawak",8
"screening","screening",8
"wujan","wujan",8
"ruang","ruang",8
"reda","reda",7
"sewa","sewa",7
"rai","rai",7
"kuliko","kuliko",7
"pimpin","pimpin",7
"egois","egois",7
"kesiapsiagaan","kesiapsiagaan",7
"bunuh","bunuh",7
"power","power",7
"lapangan","lapangan",7
"magetan","magetan",7
"tulisan","tulisan",7
"mbona","mbona",7
"iku","iku",7
"bpjs","bpjs",7
"tuu","tuu",7
"bijak","bijak",7
"era","era",7
"dijauhkan","dijauhkan",7
"lazima","lazima",7
"fraksi","fraksi",7
"september","september",7
"kebenaran","kebenaran",7
"garut","garut",7
"bas","bas",7
"manis","manis",7
"januari","januari",7
"app","app",7
"jamat","jamat",7
"sebentar","sebentar",7
"hitam","hitam",7
"masu","masu",7
"jancok","jancok",7
"pemikiran","pemikiran",7
